證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,730,000","5,023,200,000",17.314%
8299,群聯電子,"1,300,000","2,489,500,000",8.581%
2383,台光電子,"800,000","2,248,000,000",7.748%
2408,南亞科技,"8,300,000","1,942,200,000",6.694%
3037,欣興電子,"3,200,000","1,772,800,000",6.111%
2308,台達電子,"1,100,000","1,622,500,000",5.592%
7769,鴻勁精密,"325,000","1,334,125,000",4.598%
6223,旺矽科技,"275,000","1,061,500,000",3.659%
5274,信驊科技,"90,000","1,057,500,000",3.645%
2345,智邦科技,"600,000","966,000,000",3.330%
3017,奇鋐科技,"450,000","922,500,000",3.180%
3189,景碩科技,"2,300,000","874,000,000",3.013%
2368,金像電子,"880,000","869,440,000",2.997%
2337,旺宏電子,"4,700,000","752,000,000",2.592%
6515,穎崴科技,"90,000","713,700,000",2.460%
8046,南亞電路,"1,300,000","703,300,000",2.424%
6442,光紅建聖,"340,000","695,300,000",2.397%
3653,健策精密,"170,000","654,500,000",2.256%
2449,京元電子,"2,000,000","616,000,000",2.123%
3711,日月光投,"1,700,000","584,800,000",2.016%
3665,貿聯-KY,"320,000","584,000,000",2.013%
1303,南亞塑膠,"7,000,000","548,800,000",1.892%
2344,華邦電子,"4,400,000","484,000,000",1.668%
6669,緯穎科技,"1,000","3,805,000",0.013%
6510,中華精測,"1,000","3,600,000",0.012%
2059,川湖科技,"1,000","3,405,000",0.012%
2382,廣達電腦,"9,000","2,551,500",0.009%
2327,國巨股份,"9,000","2,439,000",0.008%
2313,華通電腦,"9,000","1,998,000",0.007%
2603,長榮海運,"9,000","1,926,000",0.007%
2317,鴻海精密,"9,000","1,827,000",0.006%
2454,聯發科技,"1,000","1,700,000",0.006%
2360,致茂電子,"1,000","1,585,000",0.005%
3231,緯創資通,"9,000","1,170,000",0.004%
5347,世界先進,"9,000","1,044,000",0.004%
1590,亞德客-KY,"1,000","981,000",0.003%
2404,漢唐集成,"1,000","930,000",0.003%
1519,華城電機,"1,000","916,000",0.003%
8210,勤誠興業,"1,000","912,000",0.003%
2881,富邦金融,"9,000","797,400",0.003%
2882,國泰金融,"9,000","648,000",0.002%
6274,台燿科技,"1,000","554,000",0.002%
2891,中國信託,"9,000","468,900",0.002%
2885,元大金融,"9,000","397,800",0.001%
3044,健鼎科技,"1,000","363,000",0.001%
1477,聚陽實業,"1,000","285,000",0.001%
3036,文曄科技,"1,000","254,000",0.001%
2645,長榮航太,"1,000","153,000",0.001%
2412,中華電信,"1,000","134,000",0.000%
3045,台灣大哥,"1,000","109,000",0.000%
