證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,800,000","9,367,000,000",11.759%
2383,台光電子,"1,380,000","7,417,500,000",9.312%
2408,南亞科技,"13,800,000","7,217,400,000",9.061%
2059,川湖科技,"500,000","6,200,000,000",7.783%
3037,欣興電子,"5,000,000","4,965,000,000",6.233%
2454,聯發科技,"1,000,000","4,625,000,000",5.806%
2327,國巨股份,"7,500,000","4,237,500,000",5.320%
3017,奇鋐科技,"1,250,000","4,225,000,000",5.304%
8046,南亞電路,"3,250,000","3,607,500,000",4.529%
6669,緯穎科技,"1,500,020","3,487,546,500",4.378%
3189,景碩科技,"4,100,000","3,329,200,000",4.179%
2345,智邦科技,"1,350,000","2,720,250,000",3.415%
5274,信驊科技,"140,500","2,614,002,500",3.282%
3081,聯亞光電,"900,000","2,565,000,000",3.220%
6223,旺矽科技,"450,000","2,526,750,000",3.172%
3026,禾伸堂企,"2,700,000","2,046,600,000",2.569%
6274,台燿科技,"1,500,000","2,017,500,000",2.533%
3653,健策精密,"340,000","1,958,400,000",2.459%
7769,鴻勁精密,"280,000","1,881,600,000",2.362%
8299,群聯電子,"780,000","1,626,300,000",2.042%
3008,大立光電,"1,000","6,870,000",0.009%
3711,日月光投,"9,000","5,760,000",0.007%
2382,廣達電腦,"9,000","3,078,000",0.004%
2360,致茂電子,"1,000","2,335,000",0.003%
2317,鴻海精密,"9,000","2,268,000",0.003%
2603,長榮海運,"9,000","2,106,000",0.003%
3665,貿聯-KY,"1,000","1,975,000",0.002%
2308,台達電子,"1,000","1,795,000",0.002%
3231,緯創資通,"9,000","1,701,000",0.002%
5347,世界先進,"9,000","1,413,000",0.002%
2881,富邦金融,"9,000","1,323,000",0.002%
2303,聯華電子,"9,000","1,273,500",0.002%
2357,華碩電腦,"1,000","979,000",0.001%
2882,國泰金融,"9,000","994,500",0.001%
2885,元大金融,"9,360","652,392",0.001%
2379,瑞昱半導,"1,000","705,000",0.001%
2891,中國信託,"9,000","599,400",0.001%
3044,健鼎科技,"1,000","509,000",0.001%
2880,華南金融,"9,090","403,142",0.001%
2886,兆豐金融,"9,000","452,700",0.001%
2887,台新新光,"9,000","381,600",0.000%
2890,永豐金融,"9,000","388,800",0.000%
2883,凱基金融,"9,000","330,750",0.000%
2884,玉山金融,"9,000","398,250",0.000%
2449,京元電子,"1,450","391,500",0.000%
2313,華通電腦,"1,253","285,684",0.000%
3036,文曄科技,"1,000","191,500",0.000%
2912,統一超商,"1,000","217,500",0.000%
2412,中華電信,"1,000","139,500",0.000%
1216,統一企業,"1,000","76,000",0.000%
