證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"4,200,000","10,122,000,000",13.538%
2383,台光電子,"1,300,000","6,279,000,000",8.398%
2408,南亞科技,"12,000,000","4,860,000,000",6.500%
2327,國巨股份,"7,200,000","4,824,000,000",6.452%
2454,聯發科技,"1,000,000","3,670,000,000",4.909%
8046,南亞電路,"3,000,000","3,570,000,000",4.775%
6223,旺矽科技,"600,000","3,525,000,000",4.715%
3037,欣興電子,"4,250,000","3,506,250,000",4.690%
2345,智邦科技,"1,500,000","3,330,000,000",4.454%
2059,川湖科技,"400,000","3,190,000,000",4.267%
6274,台燿科技,"2,100,000","2,593,500,000",3.469%
3711,日月光投,"4,000,000","2,532,000,000",3.387%
7769,鴻勁精密,"360,000","2,340,000,000",3.130%
6669,緯穎科技,"450,000","2,250,000,000",3.009%
3189,景碩科技,"3,000,000","2,238,000,000",2.993%
8299,群聯電子,"1,100,000","2,040,500,000",2.729%
3017,奇鋐科技,"860,000","1,995,200,000",2.669%
3026,禾伸堂企,"2,700,000","1,841,400,000",2.463%
6515,穎崴科技,"210,000","1,397,550,000",1.869%
2303,聯華電子,"10,000,000","1,345,000,000",1.799%
1303,南亞塑膠,"4,800,000","938,400,000",1.255%
2308,台達電子,"510,000","935,850,000",1.252%
2404,漢唐集成,"800,000","920,000,000",1.230%
3665,貿聯-KY,"460,000","920,000,000",1.230%
5274,信驊科技,"62,500","881,250,000",1.179%
2368,金像電子,"9,000","8,820,000",0.012%
4958,臻鼎-KY,"9,000","4,581,000",0.006%
3653,健策精密,"1,000","3,520,000",0.005%
2382,廣達電腦,"9,000","2,916,000",0.004%
6510,中華精測,"1,000","2,645,000",0.004%
2449,京元電子,"9,000","2,511,000",0.003%
2317,鴻海精密,"9,000","2,214,000",0.003%
2360,致茂電子,"1,000","2,015,000",0.003%
2313,華通電腦,"9,253","1,943,130",0.003%
2603,長榮海運,"9,000","1,827,000",0.002%
5347,世界先進,"9,000","1,399,500",0.002%
3231,緯創資通,"9,000","1,345,500",0.002%
2881,富邦金融,"9,000","1,111,500",0.001%
2337,旺宏電子,"9,000","1,107,000",0.001%
8996,高力熱處,"1,000","983,000",0.001%
2882,國泰金融,"9,000","862,200",0.001%
1519,華城電機,"1,000","692,000",0.001%
2885,元大金融,"9,000","551,700",0.001%
2891,中國信託,"9,000","564,300",0.001%
2886,兆豐金融,"9,000","437,400",0.001%
3044,健鼎科技,"1,000","404,500",0.001%
2880,華南金融,"9,000","367,200",0.000%
2883,凱基金融,"9,000","267,300",0.000%
3036,文曄科技,"1,000","196,000",0.000%
