證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,730,000","4,941,300,000",17.967%
2383,台光電子,"800,000","2,228,000,000",8.101%
8299,群聯電子,"1,330,000","2,068,150,000",7.520%
2408,南亞科技,"8,500,000","1,704,250,000",6.197%
3037,欣興電子,"3,200,000","1,660,800,000",6.039%
2308,台達電子,"1,150,000","1,644,500,000",5.980%
7769,鴻勁精密,"325,000","1,246,375,000",4.532%
3017,奇鋐科技,"530,000","1,097,100,000",3.989%
6223,旺矽科技,"285,000","1,073,025,000",3.902%
5274,信驊科技,"90,000","1,052,100,000",3.826%
2345,智邦科技,"650,000","1,033,500,000",3.758%
2368,金像電子,"950,000","859,750,000",3.126%
8046,南亞電路,"1,500,000","852,000,000",3.098%
3189,景碩科技,"2,300,000","772,800,000",2.810%
6442,光紅建聖,"380,000","760,000,000",2.763%
3665,貿聯-KY,"370,000","708,550,000",2.576%
2360,致茂電子,"460,000","706,100,000",2.567%
3653,健策精密,"180,000","667,800,000",2.428%
3711,日月光投,"1,700,000","613,700,000",2.231%
2337,旺宏電子,"3,500,000","451,500,000",1.642%
3036,文曄科技,"2,000,000","448,000,000",1.629%
6515,穎崴科技,"30,000","198,150,000",0.721%
2059,川湖科技,"1,000","3,345,000",0.012%
6510,中華精測,"1,000","3,165,000",0.012%
2382,廣達電腦,"9,000","2,560,500",0.009%
2313,華通電腦,"9,000","2,340,000",0.009%
2449,京元電子,"9,000","2,331,000",0.008%
2327,國巨股份,"9,000","2,214,000",0.008%
2603,長榮海運,"9,000","1,822,500",0.007%
2317,鴻海精密,"9,000","1,737,000",0.006%
2454,聯發科技,"1,000","1,465,000",0.005%
3231,緯創資通,"9,000","1,125,000",0.004%
1590,亞德客-KY,"1,000","996,000",0.004%
5347,世界先進,"9,000","990,000",0.004%
8210,勤誠興業,"1,000","841,000",0.003%
2404,漢唐集成,"1,000","829,000",0.003%
2344,華邦電子,"9,000","826,200",0.003%
1519,華城電機,"1,000","797,000",0.003%
2881,富邦金融,"9,000","790,200",0.003%
2882,國泰金融,"9,000","646,200",0.002%
6274,台燿科技,"1,000","621,000",0.002%
2891,中國信託,"9,000","490,500",0.002%
2885,元大金融,"9,000","412,650",0.002%
3044,健鼎科技,"1,000","346,500",0.001%
2890,永豐金融,"9,000","286,200",0.001%
2645,長榮航太,"1,000","146,500",0.001%
2412,中華電信,"1,000","134,000",0.000%
3045,台灣大哥,"1,000","109,500",0.000%
1303,南亞塑膠,"1,000","77,100",0.000%
6505,台塑石化,"1,000","54,700",0.000%
