證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,730,000","5,159,700,000",19.722%
8299,群聯電子,"1,250,000","2,212,500,000",8.457%
2383,台光電子,"800,000","1,888,000,000",7.217%
2408,南亞科技,"8,000,000","1,864,000,000",7.125%
2308,台達電子,"1,100,000","1,452,000,000",5.550%
3037,欣興電子,"3,200,000","1,382,400,000",5.284%
7769,鴻勁精密,"315,000","1,327,725,000",5.075%
5274,信驊科技,"100,000","970,500,000",3.710%
6223,旺矽科技,"275,000","815,375,000",3.117%
2345,智邦科技,"550,000","805,750,000",3.080%
3017,奇鋐科技,"430,000","793,350,000",3.032%
2368,金像電子,"880,000","696,960,000",2.664%
3653,健策精密,"200,000","683,000,000",2.611%
6274,台燿科技,"1,350,000","680,400,000",2.601%
3189,景碩科技,"2,300,000","670,450,000",2.563%
6442,光紅建聖,"340,000","644,300,000",2.463%
2404,漢唐集成,"550,000","605,000,000",2.313%
3711,日月光投,"1,700,000","581,400,000",2.222%
1303,南亞塑膠,"7,000,000","576,100,000",2.202%
2449,京元電子,"2,000,000","569,000,000",2.175%
2337,旺宏電子,"4,700,000","481,750,000",1.841%
2344,華邦電子,"4,400,000","468,600,000",1.791%
2603,長榮海運,"2,009,000","422,894,500",1.616%
6515,穎崴科技,"1,000","5,250,000",0.020%
6669,緯穎科技,"1,000","4,215,000",0.016%
6510,中華精測,"1,000","3,695,000",0.014%
3044,健鼎科技,"9,000","3,402,000",0.013%
3661,世芯-KY,"1,000","3,310,000",0.013%
2059,川湖科技,"1,000","3,205,000",0.012%
1477,聚陽實業,"9,000","2,772,000",0.011%
2382,廣達電腦,"9,000","2,601,000",0.010%
2327,國巨股份,"9,000","2,385,000",0.009%
3443,創意電子,"1,000","2,385,000",0.009%
6239,力成科技,"9,000","2,025,000",0.008%
2317,鴻海精密,"9,000","2,007,000",0.008%
2313,華通電腦,"9,000","1,827,000",0.007%
2454,聯發科技,"1,000","1,765,000",0.007%
3665,貿聯-KY,"1,000","1,770,000",0.007%
2645,長榮航太,"9,000","1,476,000",0.006%
2360,致茂電子,"1,000","1,375,000",0.005%
3231,緯創資通,"9,000","1,174,500",0.004%
5347,世界先進,"9,000","1,066,500",0.004%
1590,亞德客-KY,"1,000","1,040,000",0.004%
1519,華城電機,"1,000","926,000",0.004%
8210,勤誠興業,"1,000","939,000",0.004%
2881,富邦金融,"9,000","799,200",0.003%
2882,國泰金融,"9,000","657,000",0.003%
2891,中國信託,"9,000","462,600",0.002%
2885,元大金融,"9,000","413,100",0.002%
3036,文曄科技,"1,000","215,500",0.001%
