證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,000,000","3,410,000,000",18.422%
8299,群聯電子,"770,000","1,243,550,000",6.718%
6669,緯穎科技,"190,000","876,850,000",4.737%
7769,鴻勁精密,"260,000","847,600,000",4.579%
2383,台光電子,"500,000","847,500,000",4.579%
2408,南亞科技,"3,700,000","845,450,000",4.568%
3665,貿聯-KY,"530,000","834,750,000",4.510%
2308,台達電子,"750,000","787,500,000",4.254%
3017,奇鋐科技,"520,000","741,000,000",4.003%
5274,信驊科技,"100,000","720,000,000",3.890%
2368,金像電子,"900,000","595,800,000",3.219%
2059,川湖科技,"170,000","544,850,000",2.944%
2345,智邦科技,"420,000","520,800,000",2.814%
8210,勤誠興業,"520,000","514,800,000",2.781%
6274,台燿科技,"1,000,000","476,000,000",2.572%
6223,旺矽科技,"200,000","430,000,000",2.323%
6805,富世達股,"290,000","426,300,000",2.303%
6781,AES-KY,"320,000","422,400,000",2.282%
3653,健策精密,"160,000","422,400,000",2.282%
1605,華新麗華,"11,000,000","396,550,000",2.142%
1519,華城電機,"510,000","376,890,000",2.036%
2404,漢唐集成,"350,000","357,000,000",1.929%
8358,金居開發,"1,200,000","327,000,000",1.767%
6442,光紅建聖,"230,000","299,000,000",1.615%
1303,南亞塑膠,"1,700,000","100,130,000",0.541%
2885,元大金融,"2,450,000","99,102,500",0.535%
2882,國泰金融,"1,300,000","98,800,000",0.534%
2891,中國信託,"1,960,000","97,706,000",0.528%
2881,富邦金融,"1,000,000","96,400,000",0.521%
3231,緯創資通,"440,000","67,980,000",0.367%
3711,日月光投,"250,000","67,875,000",0.367%
2449,京元電子,"250,000","66,750,000",0.361%
2317,鴻海精密,"280,000","66,080,000",0.357%
6515,穎崴科技,"20,000","62,600,000",0.338%
6510,中華精測,"25,000","58,250,000",0.315%
3324,雙鴻科技,"9,000","9,045,000",0.049%
1590,亞德客-KY,"9,000","8,730,000",0.047%
3661,世芯-KY,"1,000","3,735,000",0.020%
8464,億豐綜合,"9,000","3,343,500",0.018%
3044,健鼎科技,"9,000","2,862,000",0.015%
1477,聚陽實業,"9,000","2,623,500",0.014%
2382,廣達電腦,"9,000","2,538,000",0.014%
3443,創意電子,"1,000","2,485,000",0.013%
3037,欣興電子,"9,000","2,074,500",0.011%
2603,長榮海運,"9,000","1,705,500",0.009%
2301,光寶科技,"9,000","1,534,500",0.008%
2454,聯發科技,"1,000","1,485,000",0.008%
2645,長榮航太,"9,000","1,314,000",0.007%
5347,世界先進,"9,000","895,500",0.005%
3036,文曄科技,"1,000","146,500",0.001%
