證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,730,000","4,941,300,000",17.576%
8299,群聯電子,"1,300,000","2,340,000,000",8.324%
2383,台光電子,"800,000","2,236,000,000",7.954%
2408,南亞科技,"8,300,000","1,850,900,000",6.584%
3037,欣興電子,"3,200,000","1,596,800,000",5.680%
2308,台達電子,"1,100,000","1,551,000,000",5.517%
7769,鴻勁精密,"325,000","1,283,750,000",4.566%
5274,信驊科技,"90,000","1,031,850,000",3.670%
6223,旺矽科技,"275,000","1,021,625,000",3.634%
2345,智邦科技,"620,000","970,300,000",3.451%
3017,奇鋐科技,"470,000","937,650,000",3.335%
2368,金像電子,"880,000","846,560,000",3.011%
3189,景碩科技,"2,300,000","795,800,000",2.831%
6515,穎崴科技,"90,000","709,650,000",2.524%
2337,旺宏電子,"4,700,000","697,950,000",2.483%
8046,南亞電路,"1,300,000","694,200,000",2.469%
3653,健策精密,"170,000","654,500,000",2.328%
6442,光紅建聖,"340,000","629,000,000",2.237%
2360,致茂電子,"410,000","623,200,000",2.217%
2449,京元電子,"2,000,000","572,000,000",2.035%
3665,貿聯-KY,"320,000","566,400,000",2.015%
3711,日月光投,"1,700,000","560,150,000",1.992%
2344,華邦電子,"4,400,000","473,000,000",1.682%
6669,緯穎科技,"1,000","3,645,000",0.013%
6510,中華精測,"1,000","3,410,000",0.012%
2059,川湖科技,"1,000","3,400,000",0.012%
2382,廣達電腦,"9,000","2,520,000",0.009%
2327,國巨股份,"9,000","2,277,000",0.008%
2313,華通電腦,"9,000","1,944,000",0.007%
2603,長榮海運,"9,000","1,836,000",0.007%
2317,鴻海精密,"9,000","1,764,000",0.006%
2454,聯發科技,"1,000","1,625,000",0.006%
3231,緯創資通,"9,000","1,129,500",0.004%
5347,世界先進,"9,000","1,017,000",0.004%
1590,亞德客-KY,"1,000","963,000",0.003%
2404,漢唐集成,"1,000","915,000",0.003%
1519,華城電機,"1,000","890,000",0.003%
8210,勤誠興業,"1,000","893,000",0.003%
2881,富邦金融,"9,000","781,200",0.003%
2882,國泰金融,"9,000","645,300",0.002%
6274,台燿科技,"1,000","538,000",0.002%
2891,中國信託,"9,000","463,500",0.002%
2885,元大金融,"9,000","397,800",0.001%
3044,健鼎科技,"1,000","355,000",0.001%
1477,聚陽實業,"1,000","267,000",0.001%
3036,文曄科技,"1,000","241,000",0.001%
2645,長榮航太,"1,000","146,500",0.001%
2412,中華電信,"1,000","134,000",0.000%
3045,台灣大哥,"1,000","109,000",0.000%
1303,南亞塑膠,"1,000","73,800",0.000%
