證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,600,000","7,848,000,000",20.816%
2383,台光電子,"765,000","3,396,600,000",9.009%
8299,群聯電子,"1,300,000","2,691,000,000",7.138%
3037,欣興電子,"3,200,000","2,569,600,000",6.816%
2308,台達電子,"1,020,000","2,208,300,000",5.857%
5274,信驊科技,"100,000","1,655,500,000",4.391%
2345,智邦科技,"730,000","1,613,300,000",4.279%
3017,奇鋐科技,"550,000","1,559,250,000",4.136%
8046,南亞電路,"1,650,000","1,511,400,000",4.009%
2408,南亞科技,"6,200,000","1,457,000,000",3.865%
2368,金像電子,"1,040,000","1,414,400,000",3.752%
7769,鴻勁精密,"250,000","1,305,000,000",3.461%
2454,聯發科技,"500,000","1,287,500,000",3.415%
6223,旺矽科技,"260,000","1,285,700,000",3.410%
3653,健策精密,"200,000","1,089,000,000",2.889%
3665,貿聯-KY,"380,000","1,056,400,000",2.802%
3189,景碩科技,"2,000,000","1,016,000,000",2.695%
2327,國巨股份,"3,000,000","966,000,000",2.562%
1590,亞德客-KY,"400,000","596,000,000",1.581%
2404,漢唐集成,"330,000","316,470,000",0.839%
6515,穎崴科技,"1,000","10,185,000",0.027%
6669,緯穎科技,"1,000","4,845,000",0.013%
3711,日月光投,"9,000","4,396,500",0.012%
2059,川湖科技,"1,000","4,160,000",0.011%
6510,中華精測,"1,000","3,630,000",0.010%
2382,廣達電腦,"9,000","2,898,000",0.008%
2449,京元電子,"9,000","2,551,500",0.007%
2360,致茂電子,"1,000","2,055,000",0.005%
2313,華通電腦,"9,000","2,070,000",0.005%
2317,鴻海精密,"9,000","2,025,000",0.005%
2603,長榮海運,"9,000","1,813,500",0.005%
2337,旺宏電子,"9,000","1,503,000",0.004%
5347,世界先進,"9,000","1,296,000",0.003%
3231,緯創資通,"9,000","1,264,500",0.003%
8210,勤誠興業,"1,000","1,120,000",0.003%
6274,台燿科技,"1,000","975,000",0.003%
1519,華城電機,"1,000","871,000",0.002%
2344,華邦電子,"9,000","834,300",0.002%
2881,富邦金融,"9,000","821,700",0.002%
2882,國泰金融,"9,000","707,400",0.002%
2885,元大金融,"9,000","470,700",0.001%
3044,健鼎科技,"1,000","454,000",0.001%
2891,中國信託,"9,000","477,900",0.001%
2890,永豐金融,"9,000","287,100",0.001%
3036,文曄科技,"1,000","203,000",0.001%
2412,中華電信,"1,000","136,500",0.000%
5871,中租-KY,"1,000","118,500",0.000%
3045,台灣大哥,"1,000","112,000",0.000%
1303,南亞塑膠,"1,000","91,600",0.000%
6505,台塑石化,"1,000","54,000",0.000%
