證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,800,000","9,215,000,000",12.234%
2408,南亞科技,"13,800,000","6,734,400,000",8.940%
2383,台光電子,"1,380,000","6,479,100,000",8.602%
2059,川湖科技,"500,000","6,147,500,000",8.161%
2454,聯發科技,"1,080,000","4,860,000,000",6.452%
3037,欣興電子,"5,100,000","4,794,000,000",6.364%
3017,奇鋐科技,"1,250,000","3,981,250,000",5.285%
2327,國巨股份,"7,500,000","3,967,500,000",5.267%
8046,南亞電路,"3,300,000","3,514,500,000",4.666%
3189,景碩科技,"4,250,000","3,421,250,000",4.542%
5274,信驊科技,"140,500","2,567,637,500",3.409%
6223,旺矽科技,"450,000","2,475,000,000",3.286%
6669,緯穎科技,"1,150,020","2,455,292,700",3.260%
3081,聯亞光電,"900,000","2,448,000,000",3.250%
3026,禾伸堂企,"2,700,000","2,052,000,000",2.724%
1303,南亞塑膠,"6,700,000","1,581,200,000",2.099%
3653,健策精密,"290,000","1,552,950,000",2.062%
3711,日月光投,"2,500,000","1,535,000,000",2.038%
2303,聯華電子,"10,400,000","1,534,000,000",2.037%
7769,鴻勁精密,"250,000","1,533,750,000",2.036%
2345,智邦科技,"850,000","1,530,000,000",2.031%
3008,大立光電,"1,000","6,020,000",0.008%
2382,廣達電腦,"9,000","3,096,000",0.004%
2317,鴻海精密,"9,000","2,254,500",0.003%
2603,長榮海運,"9,000","2,182,500",0.003%
2360,致茂電子,"1,000","2,085,000",0.003%
8299,群聯電子,"1,000","1,970,000",0.003%
3665,貿聯-KY,"1,000","2,010,000",0.003%
3231,緯創資通,"9,000","1,678,500",0.002%
2308,台達電子,"1,000","1,685,000",0.002%
5347,世界先進,"9,000","1,489,500",0.002%
2881,富邦金融,"9,000","1,363,500",0.002%
6274,台燿科技,"1,000","1,320,000",0.002%
2882,國泰金融,"9,000","1,008,000",0.001%
2357,華碩電腦,"1,000","948,000",0.001%
2379,瑞昱半導,"1,000","715,000",0.001%
2891,中國信託,"9,000","640,800",0.001%
2885,元大金融,"9,360","645,840",0.001%
2886,兆豐金融,"9,000","467,100",0.001%
3044,健鼎科技,"1,000","502,000",0.001%
2887,台新新光,"9,000","396,450",0.001%
2890,永豐金融,"9,000","413,550",0.001%
2449,京元電子,"1,450","384,250",0.001%
2884,玉山金融,"9,000","425,700",0.001%
2880,華南金融,"9,090","435,411",0.001%
2883,凱基金融,"9,000","356,850",0.000%
2313,華通電腦,"1,253","273,781",0.000%
3036,文曄科技,"1,000","204,000",0.000%
2412,中華電信,"1,000","145,000",0.000%
1216,統一企業,"1,000","75,500",0.000%
