證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,000,000","3,380,000,000",18.861%
8299,群聯電子,"770,000","1,382,150,000",7.713%
2408,南亞科技,"4,200,000","997,500,000",5.566%
2308,台達電子,"900,000","940,500,000",5.248%
7769,鴻勁精密,"270,000","935,550,000",5.221%
5274,信驊科技,"100,000","875,500,000",4.886%
2383,台光電子,"500,000","785,000,000",4.381%
3665,貿聯-KY,"530,000","779,100,000",4.348%
3017,奇鋐科技,"520,000","717,600,000",4.004%
1605,華新麗華,"14,000,000","620,200,000",3.461%
2368,金像電子,"830,000","554,440,000",3.094%
2345,智邦科技,"420,000","520,800,000",2.906%
6669,緯穎科技,"130,000","512,850,000",2.862%
8210,勤誠興業,"520,000","485,160,000",2.707%
6274,台燿科技,"1,000,000","481,000,000",2.684%
1519,華城電機,"510,000","462,570,000",2.581%
2404,漢唐集成,"400,000","460,000,000",2.567%
6223,旺矽科技,"200,000","446,000,000",2.489%
2059,川湖科技,"130,000","442,000,000",2.466%
3653,健策精密,"160,000","380,800,000",2.125%
6442,光紅建聖,"285,000","376,200,000",2.099%
1303,南亞塑膠,"5,000,000","348,500,000",1.945%
8358,金居開發,"1,200,000","321,600,000",1.795%
3711,日月光投,"250,000","74,625,000",0.416%
2449,京元電子,"250,000","66,875,000",0.373%
1590,亞德客-KY,"9,000","9,135,000",0.051%
3324,雙鴻科技,"9,000","8,721,000",0.049%
8464,億豐綜合,"9,000","3,807,000",0.021%
6515,穎崴科技,"1,000","3,450,000",0.019%
3661,世芯-KY,"1,000","3,320,000",0.019%
1477,聚陽實業,"9,000","3,046,500",0.017%
3044,健鼎科技,"9,000","2,875,500",0.016%
2382,廣達電腦,"9,000","2,547,000",0.014%
3443,創意電子,"1,000","2,505,000",0.014%
6510,中華精測,"1,000","2,375,000",0.013%
3037,欣興電子,"9,000","2,245,500",0.013%
2317,鴻海精密,"9,000","2,101,500",0.012%
2603,長榮海運,"9,000","1,755,000",0.010%
2454,聯發科技,"1,000","1,490,000",0.008%
2301,光寶科技,"9,000","1,485,000",0.008%
2645,長榮航太,"9,000","1,395,000",0.008%
3231,緯創資通,"9,000","1,291,500",0.007%
6805,富世達股,"1,000","1,280,000",0.007%
6781,AES-KY,"1,000","1,170,000",0.007%
5347,世界先進,"9,000","1,143,000",0.006%
2881,富邦金融,"9,000","846,900",0.005%
2882,國泰金融,"9,000","676,800",0.004%
2891,中國信託,"9,000","453,600",0.003%
2885,元大金融,"9,000","376,650",0.002%
3036,文曄科技,"1,000","152,000",0.001%
