證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,400,000","8,058,000,000",12.056%
2327,國巨股份,"6,150,000","6,396,000,000",9.569%
2383,台光電子,"850,000","4,632,500,000",6.931%
2408,南亞科技,"9,000,000","4,077,000,000",6.100%
3037,欣興電子,"3,600,000","3,513,600,000",5.257%
8299,群聯電子,"1,500,000","3,510,000,000",5.252%
2454,聯發科技,"850,000","3,323,500,000",4.972%
6274,台燿科技,"1,700,000","2,643,500,000",3.955%
6223,旺矽科技,"430,000","2,605,800,000",3.899%
2345,智邦科技,"970,000","2,269,800,000",3.396%
8046,南亞電路,"2,100,000","2,268,000,000",3.393%
2059,川湖科技,"310,000","2,204,100,000",3.298%
3189,景碩科技,"2,650,000","2,146,500,000",3.212%
2303,聯華電子,"13,000,000","2,132,000,000",3.190%
7769,鴻勁精密,"300,000","1,918,500,000",2.870%
5274,信驊科技,"120,000","1,825,200,000",2.731%
3711,日月光投,"2,700,000","1,692,900,000",2.533%
2492,華新科技,"3,200,000","1,644,800,000",2.461%
2344,華邦電子,"8,000,000","1,624,000,000",2.430%
6515,穎崴科技,"200,000","1,603,000,000",2.398%
8996,高力熱處,"620,000","914,500,000",1.368%
2404,漢唐集成,"650,000","884,000,000",1.323%
4958,臻鼎-KY,"1,500,000","859,500,000",1.286%
6669,緯穎科技,"185,000","847,300,000",1.268%
3665,貿聯-KY,"450,000","846,000,000",1.266%
8210,勤誠興業,"690,000","838,350,000",1.254%
3017,奇鋐科技,"9,000","20,700,000",0.031%
2308,台達電子,"9,000","17,145,000",0.026%
2368,金像電子,"9,000","10,395,000",0.016%
2382,廣達電腦,"9,000","3,303,000",0.005%
3653,健策精密,"1,000","3,320,000",0.005%
6510,中華精測,"1,000","3,035,000",0.005%
2449,京元電子,"9,000","2,776,500",0.004%
2317,鴻海精密,"9,000","2,218,500",0.003%
2360,致茂電子,"1,000","2,080,000",0.003%
2313,華通電腦,"9,000","1,989,000",0.003%
5347,世界先進,"9,000","1,876,500",0.003%
3042,台灣晶技,"9,000","1,669,500",0.002%
2603,長榮海運,"9,000","1,656,000",0.002%
2337,旺宏電子,"9,000","1,426,500",0.002%
3231,緯創資通,"9,000","1,390,500",0.002%
2881,富邦金融,"9,000","1,156,500",0.002%
3324,雙鴻科技,"1,000","995,000",0.001%
2882,國泰金融,"9,000","913,500",0.001%
1519,華城電機,"1,000","783,000",0.001%
2891,中國信託,"9,000","632,700",0.001%
2885,元大金融,"9,000","591,300",0.001%
3044,健鼎科技,"1,000","499,500",0.001%
3036,文曄科技,"1,000","209,000",0.000%
2412,中華電信,"1,000","142,000",0.000%
