證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"1,800,000","2,574,000,000",19.640%
7769,鴻勁精密,"210,000","693,000,000",5.288%
3017,奇鋐科技,"470,000","639,200,000",4.877%
6669,緯穎科技,"150,000","626,250,000",4.778%
3665,貿聯-KY,"420,000","604,800,000",4.615%
2383,台光電子,"400,000","600,000,000",4.578%
2308,台達電子,"600,000","534,600,000",4.079%
8299,群聯電子,"480,000","518,400,000",3.956%
2345,智邦科技,"400,000","472,000,000",3.602%
5274,信驊科技,"65,000","429,975,000",3.281%
2059,川湖科技,"120,000","422,400,000",3.223%
2368,金像電子,"600,000","353,400,000",2.697%
3653,健策精密,"130,000","345,150,000",2.634%
6223,旺矽科技,"150,000","330,750,000",2.524%
8210,勤誠興業,"360,000","318,960,000",2.434%
6805,富世達股,"210,000","304,500,000",2.323%
1519,華城電機,"400,000","302,800,000",2.310%
6781,AES-KY,"230,000","294,400,000",2.246%
6274,台燿科技,"600,000","247,500,000",1.889%
2404,漢唐集成,"100,000","95,200,000",0.726%
3231,緯創資通,"680,000","94,860,000",0.724%
2317,鴻海精密,"430,000","92,880,000",0.709%
3324,雙鴻科技,"100,000","89,500,000",0.683%
3711,日月光投,"400,000","88,800,000",0.678%
6510,中華精測,"40,000","88,600,000",0.676%
2882,國泰金融,"900,000","66,960,000",0.511%
2891,中國信託,"1,350,000","66,622,500",0.508%
2881,富邦金融,"650,000","62,920,000",0.480%
2885,元大金融,"1,600,000","62,800,000",0.479%
2449,京元電子,"300,000","62,550,000",0.477%
3044,健鼎科技,"190,000","56,905,000",0.434%
2454,聯發科技,"40,000","56,800,000",0.433%
3036,文曄科技,"380,000","55,860,000",0.426%
2382,廣達電腦,"200,000","52,000,000",0.397%
6515,穎崴科技,"20,000","51,200,000",0.391%
8358,金居開發,"200,000","48,600,000",0.371%
6442,光紅建聖,"40,000","44,400,000",0.339%
6409,旭隼科技,"9,000","8,685,000",0.066%
1590,亞德客-KY,"9,000","8,145,000",0.062%
3293,鈊象電子,"9,000","6,327,000",0.048%
8464,億豐綜合,"9,000","3,393,000",0.026%
3661,世芯-KY,"1,000","3,170,000",0.024%
1477,聚陽實業,"9,000","2,668,500",0.020%
3443,創意電子,"1,000","2,020,000",0.015%
2327,國巨股份,"9,000","1,962,000",0.015%
3037,欣興電子,"9,000","1,863,000",0.014%
2603,長榮海運,"9,000","1,647,000",0.013%
2301,光寶科技,"9,000","1,395,000",0.011%
2645,長榮航太,"9,000","1,242,000",0.009%
5347,世界先進,"9,000","872,100",0.007%
