證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,100,000","3,654,000,000",20.288%
8299,群聯電子,"770,000","1,455,300,000",8.080%
2408,南亞科技,"4,200,000","1,050,000,000",5.830%
2308,台達電子,"900,000","1,012,500,000",5.622%
7769,鴻勁精密,"270,000","953,100,000",5.292%
5274,信驊科技,"100,000","870,000,000",4.830%
2383,台光電子,"500,000","812,500,000",4.511%
3665,貿聯-KY,"530,000","742,000,000",4.120%
1605,華新麗華,"14,000,000","601,300,000",3.339%
2368,金像電子,"830,000","561,910,000",3.120%
3017,奇鋐科技,"400,000","544,000,000",3.020%
2345,智邦科技,"420,000","516,600,000",2.868%
6223,旺矽科技,"220,000","506,000,000",2.809%
6669,緯穎科技,"130,000","497,250,000",2.761%
1519,華城電機,"510,000","492,150,000",2.733%
6274,台燿科技,"1,000,000","492,000,000",2.732%
8210,勤誠興業,"520,000","482,560,000",2.679%
2404,漢唐集成,"420,000","462,000,000",2.565%
2059,川湖科技,"130,000","443,300,000",2.461%
3653,健策精密,"160,000","385,600,000",2.141%
1303,南亞塑膠,"5,000,000","369,000,000",2.049%
6442,光紅建聖,"285,000","357,675,000",1.986%
8358,金居開發,"1,200,000","326,400,000",1.812%
3711,日月光投,"250,000","75,875,000",0.421%
2449,京元電子,"250,000","68,375,000",0.380%
1590,亞德客-KY,"9,000","9,180,000",0.051%
3324,雙鴻科技,"9,000","8,721,000",0.048%
8464,億豐綜合,"9,000","3,762,000",0.021%
6515,穎崴科技,"1,000","3,535,000",0.020%
3661,世芯-KY,"1,000","3,340,000",0.019%
1477,聚陽實業,"9,000","2,934,000",0.016%
3044,健鼎科技,"9,000","2,853,000",0.016%
2382,廣達電腦,"9,000","2,605,500",0.014%
3443,創意電子,"1,000","2,510,000",0.014%
3037,欣興電子,"9,000","2,466,000",0.014%
6510,中華精測,"1,000","2,395,000",0.013%
2317,鴻海精密,"9,000","2,110,500",0.012%
2603,長榮海運,"9,000","1,710,000",0.009%
2454,聯發科技,"1,000","1,505,000",0.008%
2301,光寶科技,"9,000","1,494,000",0.008%
2645,長榮航太,"9,000","1,386,000",0.008%
6805,富世達股,"1,000","1,320,000",0.007%
3231,緯創資通,"9,000","1,305,000",0.007%
5347,世界先進,"9,000","1,255,500",0.007%
6781,AES-KY,"1,000","1,190,000",0.007%
2881,富邦金融,"9,000","855,000",0.005%
2882,國泰金融,"9,000","685,800",0.004%
2891,中國信託,"9,000","454,500",0.003%
2885,元大金融,"9,000","376,200",0.002%
3036,文曄科技,"1,000","149,000",0.001%
